"Longitude","Latitude","Group","Transect","Zone","Species","Height","Mean Circumference (cm)","Frequency","Frequency per Zone","Trees per HA","Density","Basal Area per HA","Relative Cover","Relative Frequency","Relative Density","Relative Importance"
152.989945733333,-25.4481672933333,"Lucy and morgan  yellow","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9899307,-25.44824294,"Lucy and morgan  yellow","Landward-Creek","0-20m","Osbornia octodonta",0.75,4.75,1,0.5,60491.4933837429,0.071875,28.7334593572779,0.210332103321033,0.333333333333333,0.25,0.264555145551455
152.989945733333,-25.4481672933333,"Lucy and morgan  yellow","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.989945733333,-25.4481672933333,"Lucy and morgan  yellow","Landward-Creek","0-20m","Rhizophora stylosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9900874,-25.44808555,"Muddy","Landward-Creek","0-20m","Aegialitis annulata",0.9,19,1,1,7901.23456790123,0.28125,15.0123456790123,0.287878787878788,0.25,0.25,0.262626262626263
152.9900874,-25.44808555,"Muddy","Landward-Creek","0-20m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.9900874,-25.44808555,"Muddy","Landward-Creek","0-20m","Avicennia marina",1.6,18,1,1,7901.23456790123,0.28125,14.2222222222222,0.272727272727273,0.25,0.25,0.257575757575758
152.9900874,-25.44808555,"Muddy","Landward-Creek","0-20m","Ceriops australis",NA,NA,0,0,0,0,0,0,0,0,0
152.9900874,-25.44808555,"Muddy","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9900874,-25.44808555,"Muddy","Landward-Creek","0-20m","Osbornia octodonta",2.1,14,1,1,7901.23456790123,0.28125,11.0617283950617,0.212121212121212,0.25,0.25,0.237373737373737
152.9900874,-25.44808555,"Muddy","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.9900874,-25.44808555,"Muddy","Landward-Creek","0-20m","Rhizophora stylosa",2,15,1,1,7901.23456790123,0.28125,11.8518518518519,0.227272727272727,0.25,0.25,0.242424242424242
152.9900398,-25.44809281,"Tay and Nathan","Landward-Creek","0-20m","Aegialitis annulata",0.2,6,1,0.5,8324.66181061394,0.096875,4.99479708636837,0.140077821011673,0.166666666666667,0.125,0.143914829226113
152.990008766667,-25.448060134,"Tay and Nathan","Landward-Creek","0-20m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.9899733,-25.44802279,"Tay and Nathan","Landward-Creek","0-20m","Avicennia marina",0.9,5,1,0.5,8324.66181061394,0.096875,4.16233090530697,0.116731517509728,0.166666666666667,0.125,0.136132728058798
152.990017633333,-25.44806947,"Tay and Nathan","Landward-Creek","0-20m","Ceriops australis",0.966666666666667,6.66666666666667,2,1,16649.3236212279,0.290625,11.0995490808186,0.311284046692607,0.333333333333333,0.375,0.339872460008647
152.990008766667,-25.448060134,"Tay and Nathan","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9899733,-25.44802279,"Tay and Nathan","Landward-Creek","0-20m","Osbornia octodonta",0.8,5.5,1,0.5,8324.66181061394,0.19375,4.57856399583767,0.1284046692607,0.166666666666667,0.25,0.181690445309122
152.990008766667,-25.448060134,"Tay and Nathan","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.9900398,-25.44809281,"Tay and Nathan","Landward-Creek","0-20m","Rhizophora stylosa",1.5,13,1,0.5,8324.66181061394,0.096875,10.8220603537981,0.303501945525292,0.166666666666667,0.125,0.198389537397319
152.98993034,-25.44821648,"conor and ian","Landward-Creek","0-20m","Aegialitis annulata",NA,NA,0,0,0,0,0,0,0,0,0
152.9899303,-25.44821327,"conor and ian","Landward-Creek","0-20m","Aegiceras corniculatum",0.4,10,1,0.5,13888.8888888889,0.075,13.8888888888889,0.165562913907285,0.2,0.125,0.163520971302428
152.9899303,-25.44821327,"conor and ian","Landward-Creek","0-20m","Avicennia marina",0.8,17,1,0.5,13888.8888888889,0.075,23.6111111111111,0.281456953642384,0.2,0.125,0.202152317880795
152.98993046,-25.44822611,"conor and ian","Landward-Creek","0-20m","Ceriops australis",0.78,9.2,2,1,27777.7777777778,0.375,25.5555555555556,0.304635761589404,0.4,0.625,0.443211920529801
152.98993034,-25.44821648,"conor and ian","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9899303,-25.44821327,"conor and ian","Landward-Creek","0-20m","Osbornia octodonta",1,15,1,0.5,13888.8888888889,0.075,20.8333333333333,0.248344370860927,0.2,0.125,0.191114790286976
152.98993034,-25.44821648,"conor and ian","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.98993034,-25.44821648,"conor and ian","Landward-Creek","0-20m","Rhizophora stylosa",NA,NA,0,0,0,0,0,0,0,0,0
152.989806406667,-25.4477233126667,"hhhhhhhh","Landward-Creek","0-20m","Aegialitis annulata",NA,NA,0,0,0,0,0,0,0,0,0
152.9897911,-25.44771335,"hhhhhhhh","Landward-Creek","0-20m","Aegiceras corniculatum",0.6,NA,1,0.5,15122.8733459357,0.071875,NA,NA,0.25,0.125,NA
152.9897911,-25.44771335,"hhhhhhhh","Landward-Creek","0-20m","Avicennia marina",0.45,0.1,1,0.5,15122.8733459357,0.14375,0.151228733459357,NA,0.25,0.25,NA
152.98983702,-25.447743238,"hhhhhhhh","Landward-Creek","0-20m","Ceriops australis",1.44,0.25,2,1,30245.7466918715,0.359375,0.756143667296787,NA,0.5,0.625,NA
152.989806406667,-25.4477233126667,"hhhhhhhh","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.989806406667,-25.4477233126667,"hhhhhhhh","Landward-Creek","0-20m","Osbornia octodonta",NA,NA,0,0,0,0,0,0,0,0,0
152.989806406667,-25.4477233126667,"hhhhhhhh","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.989806406667,-25.4477233126667,"hhhhhhhh","Landward-Creek","0-20m","Rhizophora stylosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"j","Landward-Creek","0-20m","Aegialitis annulata",1,7,1,0.5,3864.26760053134,0.1421875,2.70498732037194,0.123529411764706,0.25,0.125,0.166176470588235
152.9895742,-25.44740687,"j","Landward-Creek","0-20m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"j","Landward-Creek","0-20m","Avicennia marina",1.725,18,2,1,7728.53520106267,0.56875,13.9113633619128,0.635294117647059,0.5,0.5,0.545098039215686
152.9895742,-25.44740687,"j","Landward-Creek","0-20m","Ceriops australis",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"j","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"j","Landward-Creek","0-20m","Osbornia octodonta",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"j","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"j","Landward-Creek","0-20m","Rhizophora stylosa",1.36666666666667,13.6666666666667,1,0.5,3864.26760053134,0.4265625,5.28116572072616,0.241176470588235,0.25,0.375,0.288725490196078
152.9895742,-25.44740687,"j and p","Landward-Creek","0-20m","Aegialitis annulata",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"j and p","Landward-Creek","0-20m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"j and p","Landward-Creek","0-20m","Avicennia marina",3,0.2,2,1,12345.6790123457,0.9,0.246913580246914,1,1,1,1
152.9895742,-25.44740687,"j and p","Landward-Creek","0-20m","Ceriops australis",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"j and p","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"j and p","Landward-Creek","0-20m","Osbornia octodonta",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"j and p","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"j and p","Landward-Creek","0-20m","Rhizophora stylosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9900438,-25.44811439,"jess and Jacob","Landward-Creek","0-20m","Aegialitis annulata",1,30,1,0.5,2462.29609110496,0.178125,7.38688827331487,0.215208034433286,0.2,0.125,0.180069344811095
152.9900438,-25.44811439,"jess and Jacob","Landward-Creek","0-20m","Aegiceras corniculatum",1.5,21,1,0.5,2462.29609110496,0.178125,5.17082179132041,0.1506456241033,0.2,0.125,0.158548541367767
152.9900681,-25.448048284,"jess and Jacob","Landward-Creek","0-20m","Avicennia marina",NA,NA,0,0,0,0,0,0,0,0,0
152.9900681,-25.448048284,"jess and Jacob","Landward-Creek","0-20m","Ceriops australis",NA,NA,0,0,0,0,0,0,0,0,0
152.9900681,-25.448048284,"jess and Jacob","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9900438,-25.44811439,"jess and Jacob","Landward-Creek","0-20m","Osbornia octodonta",1,34,1,0.5,2462.29609110496,0.178125,8.37180670975685,0.24390243902439,0.2,0.125,0.189634146341463
152.9900681,-25.448048284,"jess and Jacob","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.990141,-25.447849966,"jess and Jacob","Landward-Creek","0-20m","Rhizophora stylosa",1.7,27.2,2,1,4924.59218220991,0.890625,13.394890735611,0.390243902439024,0.4,0.625,0.471747967479675
152.9899733,-25.44742079,"lily and gen creek side green","Landward-Creek","0-20m","Aegialitis annulata",NA,NA,0,0,0,0,0,0,0,0,0
152.9899733,-25.44742079,"lily and gen creek side green","Landward-Creek","0-20m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.9899733,-25.44742079,"lily and gen creek side green","Landward-Creek","0-20m","Avicennia marina",2.76666666666667,53.3333333333333,1,0.5,2630.26165349755,0.51703125,14.0280621519869,0.82135523613963,0.333333333333333,0.375,0.509896189824321
152.9899733,-25.44742079,"lily and gen creek side green","Landward-Creek","0-20m","Ceriops australis",NA,NA,0,0,0,0,0,0,0,0,0
152.9899733,-25.44742079,"lily and gen creek side green","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9899733,-25.44742079,"lily and gen creek side green","Landward-Creek","0-20m","Osbornia octodonta",NA,NA,0,0,0,0,0,0,0,0,0
152.9899733,-25.44742079,"lily and gen creek side green","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.9899733,-25.44742079,"lily and gen creek side green","Landward-Creek","0-20m","Rhizophora stylosa",1.07,5.8,2,1,5260.5233069951,0.86171875,3.05110351805716,0.17864476386037,0.666666666666667,0.625,0.490103810175679
152.9898732,-25.4482492266667,"ovt","Landward-Creek","0-20m","Aegialitis annulata",NA,NA,0,0,0,0,0,0,0,0,0
152.9898732,-25.4482492266667,"ovt","Landward-Creek","0-20m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.989901,-25.44827374,"ovt","Landward-Creek","0-20m","Avicennia marina",0.8,18,1,0.5,20000,0.0714285714285714,36,0.507042253521127,0.2,0.142857142857143,0.283299798792757
152.9898732,-25.4482492266667,"ovt","Landward-Creek","0-20m","Ceriops australis",NA,NA,0,0,0,0,0,0,0,0,0
152.9898732,-25.4482492266667,"ovt","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9898593,-25.44823697,"ovt","Landward-Creek","0-20m","Osbornia octodonta",0.45,2.75,2,1,40000,0.285714285714286,11,0.154929577464789,0.4,0.571428571428571,0.375452716297787
152.9898732,-25.4482492266667,"ovt","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.9898593,-25.44823697,"ovt","Landward-Creek","0-20m","Rhizophora stylosa",0.6,6,2,1,40000,0.142857142857143,24,0.338028169014085,0.4,0.285714285714286,0.341247484909457
152.990095286667,-25.4481911546667,"rainbow","Landward-Creek","0-20m","Aegialitis annulata",NA,NA,0,0,0,0,0,0,0,0,0
152.990095286667,-25.4481911546667,"rainbow","Landward-Creek","0-20m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.990095286667,-25.4481911546667,"rainbow","Landward-Creek","0-20m","Avicennia marina",NA,NA,0,0,0,0,0,0,0,0,0
152.99009066,-25.448183044,"rainbow","Landward-Creek","0-20m","Ceriops australis",1.08,9.5,2,1,28972.3856948846,0.3671875,27.5237664101403,0.339285714285714,0.5,0.625,0.488095238095238
152.990095286667,-25.4481911546667,"rainbow","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9901323,-25.44825604,"rainbow","Landward-Creek","0-20m","Osbornia octodonta",0.85,28,1,0.5,14486.1928474423,0.146875,40.5613399728384,0.5,0.25,0.25,0.333333333333333
152.990095286667,-25.4481911546667,"rainbow","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.9900629,-25.44813438,"rainbow","Landward-Creek","0-20m","Rhizophora stylosa",1,9,1,0.5,14486.1928474423,0.0734375,13.0375735626981,0.160714285714286,0.25,0.125,0.178571428571429
152.9895742,-25.44740687,"reddies","Landward-Creek","0-20m","Aegialitis annulata",0.6,0.1,1,1,62500,0.3,0.625,0.5,0.5,0.75,0.583333333333333
152.9895742,-25.44740687,"reddies","Landward-Creek","0-20m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"reddies","Landward-Creek","0-20m","Avicennia marina",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"reddies","Landward-Creek","0-20m","Ceriops australis",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"reddies","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"reddies","Landward-Creek","0-20m","Osbornia octodonta",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"reddies","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.9895742,-25.44740687,"reddies","Landward-Creek","0-20m","Rhizophora stylosa",1.2,0.1,1,1,62500,0.1,0.625,0.5,0.5,0.25,0.416666666666667
152.9898826,-25.44823356,"richo and alex","Landward-Creek","0-20m","Aegialitis annulata",NA,NA,0,0,0,0,0,0,0,0,0
152.9898826,-25.44823356,"richo and alex","Landward-Creek","0-20m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.9898826,-25.44823356,"richo and alex","Landward-Creek","0-20m","Avicennia marina",NA,NA,0,0,0,0,0,0,0,0,0
152.9898826,-25.44823356,"richo and alex","Landward-Creek","0-20m","Ceriops australis",0.833333333333333,7.33333333333333,1,1,21947.8737997257,0.50625,16.0951074531321,0.55,0.5,0.75,0.6
152.9898826,-25.44823356,"richo and alex","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9898826,-25.44823356,"richo and alex","Landward-Creek","0-20m","Osbornia octodonta",1.1,6,1,1,21947.8737997257,0.16875,13.1687242798354,0.45,0.5,0.25,0.4
152.9898826,-25.44823356,"richo and alex","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.9898826,-25.44823356,"richo and alex","Landward-Creek","0-20m","Rhizophora stylosa",NA,NA,0,0,0,0,0,0,0,0,0
152.99022766,-25.4477484556667,"shithouse","Landward-Creek","0-20m","Aegialitis annulata",NA,NA,0,0,0,0,0,0,0,0,0
152.99022766,-25.4477484556667,"shithouse","Landward-Creek","0-20m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.9902291,-25.447742425,"shithouse","Landward-Creek","0-20m","Avicennia marina",1.9,35.5,2,1,1286.97540670434,0.696875,4.5687626938004,0.204140310523289,0.4,0.25,0.284713436841096
152.9902237,-25.44776504,"shithouse","Landward-Creek","0-20m","Ceriops australis",2.1,200,1,0.5,643.487703352169,0.3484375,12.8697540670434,0.575043128234618,0.2,0.125,0.300014376078206
152.99022766,-25.4477484556667,"shithouse","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.99022766,-25.4477484556667,"shithouse","Landward-Creek","0-20m","Osbornia octodonta",NA,NA,0,0,0,0,0,0,0,0,0
152.99022766,-25.4477484556667,"shithouse","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.99023018,-25.447737902,"shithouse","Landward-Creek","0-20m","Rhizophora stylosa",2.46,38.4,2,1,1286.97540670434,1.7421875,4.94198556174466,0.220816561242093,0.4,0.625,0.415272187080698
152.9902237,-25.44776504,"shithouse 1","Landward-Creek","0-20m","Aegialitis annulata",NA,NA,0,0,0,0,0,0,0,0,0
152.9902237,-25.44776504,"shithouse 1","Landward-Creek","0-20m","Aegiceras corniculatum",1.5,60,1,1,918.273645546373,0.825,5.50964187327824,0.120967741935484,0.25,0.25,0.206989247311828
152.9902237,-25.44776504,"shithouse 1","Landward-Creek","0-20m","Avicennia marina",3.5,150,1,1,918.273645546373,0.825,13.7741046831956,0.30241935483871,0.25,0.25,0.26747311827957
152.9902237,-25.44776504,"shithouse 1","Landward-Creek","0-20m","Ceriops australis",2,200,1,1,918.273645546373,0.825,18.3654729109275,0.403225806451613,0.25,0.25,0.301075268817204
152.9902237,-25.44776504,"shithouse 1","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9902237,-25.44776504,"shithouse 1","Landward-Creek","0-20m","Osbornia octodonta",1.6,86,1,1,918.273645546373,0.825,7.89715335169881,0.173387096774194,0.25,0.25,0.224462365591398
152.9902237,-25.44776504,"shithouse 1","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.9902237,-25.44776504,"shithouse 1","Landward-Creek","0-20m","Rhizophora stylosa",NA,NA,0,0,0,0,0,0,0,0,0
152.990059,-25.44817324,"the Hannah's","Landward-Creek","0-20m","Aegialitis annulata",NA,NA,0,0,0,0,0,0,0,0,0
152.990059,-25.44817324,"the Hannah's","Landward-Creek","0-20m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.990059,-25.44817324,"the Hannah's","Landward-Creek","0-20m","Avicennia marina",NA,NA,0,0,0,0,0,0,0,0,0
152.990059,-25.44817324,"the Hannah's","Landward-Creek","0-20m","Ceriops australis",1.2,4.5,1,1,40000,0.25,18,0.333333333333333,0.5,0.5,0.444444444444444
152.990059,-25.44817324,"the Hannah's","Landward-Creek","0-20m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.990059,-25.44817324,"the Hannah's","Landward-Creek","0-20m","Osbornia octodonta",1.5,9,1,1,40000,0.25,36,0.666666666666667,0.5,0.5,0.555555555555555
152.990059,-25.44817324,"the Hannah's","Landward-Creek","0-20m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.990059,-25.44817324,"the Hannah's","Landward-Creek","0-20m","Rhizophora stylosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9870833,-25.44796749,"Kerstin and Annie","Landward-Creek","20-40m","Aegialitis annulata",1.85,10.5,1,0.5,1704.93899515158,0.428125,1.79018594490916,0.13614262560778,0.333333333333333,0.25,0.239825319647038
152.9870833,-25.44796749,"Kerstin and Annie","Landward-Creek","20-40m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.9870833,-25.44796749,"Kerstin and Annie","Landward-Creek","20-40m","Avicennia marina",NA,NA,0,0,0,0,0,0,0,0,0
152.9870833,-25.44796749,"Kerstin and Annie","Landward-Creek","20-40m","Ceriops australis",1.925,22.125,1,0.5,1704.93899515158,0.85625,3.77217752677287,0.286871961102107,0.333333333333333,0.5,0.373401764811813
152.9870833,-25.44796749,"Kerstin and Annie","Landward-Creek","20-40m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9870833,-25.44796749,"Kerstin and Annie","Landward-Creek","20-40m","Osbornia octodonta",NA,NA,0,0,0,0,0,0,0,0,0
152.9870833,-25.44796749,"Kerstin and Annie","Landward-Creek","20-40m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.9870833,-25.44796749,"Kerstin and Annie","Landward-Creek","20-40m","Rhizophora stylosa",3.5,44.5,1,0.5,1704.93899515158,0.428125,7.58697852842453,0.576985413290113,0.333333333333333,0.25,0.386772915541149
152.9898291,-25.44819787,"Lucy and morgan  yellow","Landward-Creek","20-40m","Aegialitis annulata",0.4,6.5,1,1,197530.864197531,0.1125,128.395061728395,0.371428571428571,0.5,0.5,0.457142857142857
152.9898291,-25.44819787,"Lucy and morgan  yellow","Landward-Creek","20-40m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.9898291,-25.44819787,"Lucy and morgan  yellow","Landward-Creek","20-40m","Avicennia marina",NA,NA,0,0,0,0,0,0,0,0,0
152.9898291,-25.44819787,"Lucy and morgan  yellow","Landward-Creek","20-40m","Ceriops australis",0.55,11,1,1,197530.864197531,0.1125,217.283950617284,0.628571428571429,0.5,0.5,0.542857142857143
152.9898291,-25.44819787,"Lucy and morgan  yellow","Landward-Creek","20-40m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.9898291,-25.44819787,"Lucy and morgan  yellow","Landward-Creek","20-40m","Osbornia octodonta",NA,NA,0,0,0,0,0,0,0,0,0
152.9898291,-25.44819787,"Lucy and morgan  yellow","Landward-Creek","20-40m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.9898291,-25.44819787,"Lucy and morgan  yellow","Landward-Creek","20-40m","Rhizophora stylosa",NA,NA,0,0,0,0,0,0,0,0,0
152.990001048889,-25.4479506931111,"Muddy","Landward-Creek","20-40m","Aegialitis annulata",NA,NA,0,0,0,0,0,0,0,0,0
152.990001048889,-25.4479506931111,"Muddy","Landward-Creek","20-40m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.989996466667,-25.4479495833333,"Muddy","Landward-Creek","20-40m","Avicennia marina",2.63333333333333,59.3333333333333,2,1,7074.85369901302,0.396296296296296,41.9774652808106,0.413376683697167,0.4,0.333333333333333,0.3822366723435
152.9900652,-25.44796623,"Muddy","Landward-Creek","20-40m","Ceriops australis",1.5,124,1,0.5,3537.42684950651,0.132098765432099,43.8640929338807,0.431955411054343,0.2,0.111111111111111,0.247688840721818
152.990001048889,-25.4479506931111,"Muddy","Landward-Creek","20-40m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.990001048889,-25.4479506931111,"Muddy","Landward-Creek","20-40m","Osbornia octodonta",NA,NA,0,0,0,0,0,0,0,0,0
152.990001048889,-25.4479506931111,"Muddy","Landward-Creek","20-40m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.98994148,-25.447936266,"Muddy","Landward-Creek","20-40m","Rhizophora stylosa",1.84,22.2,2,1,7074.85369901302,0.660493827160494,15.7061752118089,0.15466790524849,0.4,0.555555555555556,0.370074486934682
152.989816491667,-25.4479163375,"Tay and Nathan","Landward-Creek","20-40m","Aegialitis annulata",NA,NA,0,0,0,0,0,0,0,0,0
152.9898497,-25.44795015,"Tay and Nathan","Landward-Creek","20-40m","Aegiceras corniculatum",0.5,3,1,0.5,12800,0.078125,3.84,0.15929203539823,0.25,0.125,0.178097345132743
152.98977,-25.447869,"Tay and Nathan","Landward-Creek","20-40m","Avicennia marina",1.56666666666667,1.33333333333333,1,0.5,12800,0.234375,1.70666666666667,0.0707964601769911,0.25,0.375,0.23193215339233
152.989816491667,-25.4479163375,"Tay and Nathan","Landward-Creek","20-40m","Ceriops australis",NA,NA,0,0,0,0,0,0,0,0,0
152.989816491667,-25.4479163375,"Tay and Nathan","Landward-Creek","20-40m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
152.989816491667,-25.4479163375,"Tay and Nathan","Landward-Creek","20-40m","Osbornia octodonta",NA,NA,0,0,0,0,0,0,0,0,0
152.989816491667,-25.4479163375,"Tay and Nathan","Landward-Creek","20-40m","Other?",NA,NA,0,0,0,0,0,0,0,0,0
152.989829775,-25.4479298625,"Tay and Nathan","Landward-Creek","20-40m","Rhizophora stylosa",1.1,7.25,2,1,25600,0.3125,18.56,0.769911504424779,0.5,0.5,0.589970501474926
152.9897133,-25.44798173,"conor and ian","Landward-Creek","20-40m","Aegialitis annulata",0.6,16,1,1,30245.7466918715,0.14375,48.3931947069943,0.380952380952381,0.333333333333333,0.25,0.321428571428571
152.9897133,-25.44798173,"conor and ian","Landward-Creek","20-40m","Aegiceras corniculatum",NA,NA,0,0,0,0,0,0,0,0,0
152.9897133,-25.44798173,"conor and ian","Landward-Creek","20-40m","Avicennia marina",1.3,20,1,1,30245.7466918715,0.14375,60.4914933837429,0.476190476190476,0.333333333333333,0.25,0.353174603174603
152.9897133,-25.44798173,"conor and ian","Landward-Creek","20-40m","Ceriops australis",0.65,6,1,1,30245.7466918715,0.2875,18.1474480151229,0.142857142857143,0.333333333333333,0.5,0.325396825396825
152.9897133,-25.44798173,"conor and ian","Landward-Creek","20-40m","Lumnitzera racemosa",NA,NA,0,0,0,0,0,0,0,0,0
